Restoran_Adi,Restoran_Link,new_Yorum
reyhan pizza,https://tgoyemek.com/restoranlar/187864,çok lezzetli anne çorbası tadında şifalı
reyhan pizza,https://tgoyemek.com/restoranlar/187864,"bir önceki siparişime göre lezzeti daha azdı, fıstık yok denecek kadardı"
reyhan pizza,https://tgoyemek.com/restoranlar/187864,her zaman aldığımız 8 kişilik değil 6 kişilik geldi ve gecikti
reyhan pizza,https://tgoyemek.com/restoranlar/187864,taptaze bir pastaydı dağılmadan geldi ellerinize sağlık. i̇kram için ayrıca teşekkür ederim
reyhan pizza,https://tgoyemek.com/restoranlar/187864,her şey mükemmel lezzetli ve tazeydi.i̇kramlar için teşekkür ederiz.
reyhan pizza,https://tgoyemek.com/restoranlar/187864,bol malzemeleri ve her zaman yeterince büyük gönderilen pastalariniz için teşekkürler
reyhan pizza,https://tgoyemek.com/restoranlar/187864,tuzlu kurabiye istedim tatlı kurabiye gelmiş çok kızdım ama harikalar ya hepsi birbirinden güzel yanlışlık oldu ama ben pastane tatlı kurabiyesi sevmem bunlar çok çeşitli ve hepsi ayrı güzel bide ponçik koymuşlar hediye her siparişte bişeyler veriyolar sağolsunlar. muzlu rulo efsane
reyhan pizza,https://tgoyemek.com/restoranlar/187864,güzel di hediye icin teşekkürler
reyhan pizza,https://tgoyemek.com/restoranlar/187864,"sipariş hızlıydı, ürün lezzetliydi, ikram için de teşekkürler"
reyhan pizza,https://tgoyemek.com/restoranlar/187864,hepsi harikaydı sadece meyveli marki istedim çilekli marki geldi benim siparişim o değildi. böyle şeyleri sevmiyorum. onun dışında her ürün harikaydı ikramlık birkaç kurabiye de göndermişler teşekkür ederiz.
reyhan pizza,https://tgoyemek.com/restoranlar/187864,"siparisim 1 saat 15 dakika sonra geldi, buz mu gibi olmus bir borek yedik. yazan teslimat suresi ile gerceklesen arasinda cok fark var. bir daha siparis vermeyecegim."
reyhan pizza,https://tgoyemek.com/restoranlar/187864,lezzetler güzel olsa da fiyatlar porsiyona göre pahalı maalesef o yüzden sık almayı tercih etmiyorum.
reyhan pizza,https://tgoyemek.com/restoranlar/187864,müthişti. snickers pastayı yerken hele kendimizden geçtik.
sadıkoğlu döner ve taş fırın (seyrantepe),https://tgoyemek.com/restoranlar/101481,i̇lk defa bu kadar hızlı bir sipariş geldiğine şahit oluyorum. hem hızlı hem lezzetliydi.
sadıkoğlu döner ve taş fırın (seyrantepe),https://tgoyemek.com/restoranlar/101481,"sosu değişik bir aromatik güzellikteydi, sevdim"
sadıkoğlu döner ve taş fırın (seyrantepe),https://tgoyemek.com/restoranlar/101481,çok hızlı ve lezzetliydi.
sadıkoğlu döner ve taş fırın (seyrantepe),https://tgoyemek.com/restoranlar/101481,kısa zaman da lezzetin müdavimi olduk. ellerinize sağlık
sadıkoğlu döner ve taş fırın (seyrantepe),https://tgoyemek.com/restoranlar/101481,"köfte ve döner gerçekten harikaydı , çorba da çok lezzetliydi . son zamanlarda yediğim en iyi lezzetlerden. ellerinize sağlık"
sadıkoğlu döner ve taş fırın (seyrantepe),https://tgoyemek.com/restoranlar/101481,herzamanki gibi cok lezzetliydi.
sadıkoğlu döner ve taş fırın (seyrantepe),https://tgoyemek.com/restoranlar/101481,gerek tava gerek dolma sıcacık ve çabuk geldi kıvamı tam bana göreydi lezzetliydi ikisi küçük ve içinde bir tek zar olduğundan not kırdım ama diğer müşterilerin yazdığı gibi kötü bir servisle karsilasmadigim için memnunum kuryede nazikti çok teşekkür ederiz bundan sonra tercihimizdir 
sadıkoğlu döner ve taş fırın (seyrantepe),https://tgoyemek.com/restoranlar/101481,"midye pilavları erimiş sos baya kötüydü, büyük hayal kırıklığı"
sadıkoğlu döner ve taş fırın (seyrantepe),https://tgoyemek.com/restoranlar/101481,hayatımda yediğim en kötü midye dolmaydı. hem çok küçük hem taşlılardı. midye tava buz gibiydi. tarator sosun tadı güzeldi.
sadıkoğlu döner ve taş fırın (seyrantepe),https://tgoyemek.com/restoranlar/101481,sadece cok pahalı 
sadıkoğlu döner ve taş fırın (seyrantepe),https://tgoyemek.com/restoranlar/101481,yediğim en berbat midye idi küçücük yok denecek şekilde buz gibi fasatın önde gideni midye tava da tuzdan yenmedi çöp verdiğimiz paraya yazık bir daha asla sipariş vermem
sadıkoğlu döner ve taş fırın (seyrantepe),https://tgoyemek.com/restoranlar/101481,çok güzeldi sıcacık geldi teşekkür ederim
sadıkoğlu döner ve taş fırın (seyrantepe),https://tgoyemek.com/restoranlar/101481,midyelerin pilavı çok pişmiş lezzet sıkıntısı var kokoreç sıcak geldi güzeldi
sadıkoğlu döner ve taş fırın (seyrantepe),https://tgoyemek.com/restoranlar/101481,"parayı kazanan kaliteyi neden bozar anlamış değilim, midyenin pilavı erimiş, bit kadar ufacık midyeler tadı iğrenç eskisi gibi asla değil."
sadıkoğlu döner ve taş fırın (seyrantepe),https://tgoyemek.com/restoranlar/101481,"hem siparişi göndermiyorlar, hem teslim edildi diye işaretliyorlar, hem de asistan arayınca telefona bakmıyorlar. 2 saat bekledim bunun 1 saati sipariş teslim edildi gözüktü ama yine de gelmedi"
sadıkoğlu döner ve taş fırın (seyrantepe),https://tgoyemek.com/restoranlar/101481,"sandviç çok az ve sadeydi, midye orta"
sadıkoğlu döner ve taş fırın (seyrantepe),https://tgoyemek.com/restoranlar/101481,kurye guvenlikte kimlik vermek istemedi
sadıkoğlu döner ve taş fırın (seyrantepe),https://tgoyemek.com/restoranlar/101481,gittikçe kalitesi bozuluyor. ekmek bayat gibi kokoreçin de tadı tuzu kaçmaya başlamış.. eski kokoreçlerini özlüyorum.
sadıkoğlu döner ve taş fırın (seyrantepe),https://tgoyemek.com/restoranlar/101481,her şey iyi de porsiyon az
sadıkoğlu döner ve taş fırın (seyrantepe),https://tgoyemek.com/restoranlar/101481,klasik bir midyeci ahmet lezzeti vardı ancak boyut çok küçüktü asla şubelerdeki midye değildi
dostlar urfa sofrası (gürsel),https://tgoyemek.com/restoranlar/329963,malzeme koymuyorlar duz bos pide yollayacak kadar mesleklerine saygisi var maalesef
dostlar urfa sofrası (gürsel),https://tgoyemek.com/restoranlar/329963,"sipariş verdim, 2 saate yakın bekledim. sonrasında sipariş edildi yazıyordu ancak ben siparişi teslim almadım, güvenliğe sordum o da gelen bişey yok dedi. hiç bi şekilde ulaşamadım da kesinlikle uzak durulması gereken bir işletme. aç kaldığımla oldum. trendyoldan iade talep ettim umarım geç kalmadan iade sağlarlar."
dostlar urfa sofrası (gürsel),https://tgoyemek.com/restoranlar/329963,tamı tamına 2 saatte geldi hiç bir şekilde telefona bakmıyorlar iletişim sıfır
dostlar urfa sofrası (gürsel),https://tgoyemek.com/restoranlar/329963,lahmacunun içine koyulması gereken etleri galiba bizim koymamız bekleniliyor. lahmacun mu yedim ekmek mi yedim anlamadım. sipariş de çok geç geldi.
dostlar urfa sofrası (gürsel),https://tgoyemek.com/restoranlar/329963,kardeş mümkünse bir daha lahmacun yapma haftaya denetime gelicem bilgin olsun 
dostlar urfa sofrası (gürsel),https://tgoyemek.com/restoranlar/329963,tam 2 saatte yemek mi gelir gerçekten çok kötü
dostlar urfa sofrası (gürsel),https://tgoyemek.com/restoranlar/329963,lahmacun içi yoktu resmen lavaş yedik ve buz gibiydi kagıda sarılmıştı ıslanmıştı sütlaç da poşette çorba olmuştu dagılmıştı kötüydü çok da geç getirdiler
dostlar urfa sofrası (gürsel),https://tgoyemek.com/restoranlar/329963,"yediğim en kötü lahmacun. pideleri gönderme zahmetinde bile bulunmamışlar 4 kişi 5 lahmacunla doymaya çalıştık ,bi buçuk saatte geldi. insanın en temel ihtiyacı bu kadar suistimal edilemez ya saçma sapan bi yer."
dostlar urfa sofrası (gürsel),https://tgoyemek.com/restoranlar/329963,notu dikkate aldığınız için teşekkürler
dostlar urfa sofrası (gürsel),https://tgoyemek.com/restoranlar/329963,çok ama çok beğendim tavsiye ederim
dostlar urfa sofrası (gürsel),https://tgoyemek.com/restoranlar/329963,güzel elinize sağlık
dostlar urfa sofrası (gürsel),https://tgoyemek.com/restoranlar/329963,harikaa ellerinize sağlık
dostlar urfa sofrası (gürsel),https://tgoyemek.com/restoranlar/329963,bir lokmada dağıldı insanın ağzında bayıldım
dostlar urfa sofrası (gürsel),https://tgoyemek.com/restoranlar/329963,yanına roka soğan koyup dürüm yaptım efsane oldu
dostlar urfa sofrası (gürsel),https://tgoyemek.com/restoranlar/329963,baya doyurdu üstüne tatlı bile yiyemedim
dostlar urfa sofrası (gürsel),https://tgoyemek.com/restoranlar/329963,i̇lk kez denedim ama bundan sonra başka yerde aramam
dostlar urfa sofrası (gürsel),https://tgoyemek.com/restoranlar/329963,malzemesi dengeliydi ağzı yormadı
dostlar urfa sofrası (gürsel),https://tgoyemek.com/restoranlar/329963,o kadar güzeldi ki fotoğraf çekmeye fırsat bile bulamadım
dostlar urfa sofrası (gürsel),https://tgoyemek.com/restoranlar/329963,çıtır kenarları çok hoşuma gitti
abi kardeş pide lahmacun (mecidiyeköy),https://tgoyemek.com/restoranlar/337414,siparişim gelmediği halde teslim edildi göründü restorana ulaşmaya çalıştım telefona bakan yok
abi kardeş pide lahmacun (mecidiyeköy),https://tgoyemek.com/restoranlar/337414,salata biraz fazla istedim ama yine bir avuc kadar küçüktü ve 1 adet lahmacun resmen isitilmis birsekilde kupkuru olarak geldi
abi kardeş pide lahmacun (mecidiyeköy),https://tgoyemek.com/restoranlar/337414,hayatımda yediğim en kötü pideydi kesilmemiş yanmış ve nemden sırılsıklamdı hava yağışlı değil restoran bana arabayla maksimum 10 dakikalık yerde motoru siz düşünün bir de ürün teslim edildi dendiği halde teslim edilmedi ve tahmini teslimat süresi 35 55 dakika olan restoran 1 saat 25 dakikada ürünü teslim etti bana bir daha asla söylemem
abi kardeş pide lahmacun (mecidiyeköy),https://tgoyemek.com/restoranlar/337414,baharat dengesi tam kararında
abi kardeş pide lahmacun (mecidiyeköy),https://tgoyemek.com/restoranlar/337414,"lezzetli, sıcacık ve bol malzemeliydi"
abi kardeş pide lahmacun (mecidiyeköy),https://tgoyemek.com/restoranlar/337414,"çok doyurucu ve hafifti, rahatsız etmedi"
abi kardeş pide lahmacun (mecidiyeköy),https://tgoyemek.com/restoranlar/337414,uzun zamandır yediğim en iyi lahmacun diyebilirim
abi kardeş pide lahmacun (mecidiyeköy),https://tgoyemek.com/restoranlar/337414,"kıyması bol, hamuru ince, tam istediğim gibiydi"
abi kardeş pide lahmacun (mecidiyeköy),https://tgoyemek.com/restoranlar/337414,her şey taptaze ve çok lezzetliydi
abi kardeş pide lahmacun (mecidiyeköy),https://tgoyemek.com/restoranlar/337414,"gerçekten işin ustaları, lahmacun harikaydı"
abi kardeş pide lahmacun (mecidiyeköy),https://tgoyemek.com/restoranlar/337414,yanında verilen malzemeler çok zengindi
abi kardeş pide lahmacun (mecidiyeköy),https://tgoyemek.com/restoranlar/337414,lahmacunun baharatı ve kıyması dengeliydi
abi kardeş pide lahmacun (mecidiyeköy),https://tgoyemek.com/restoranlar/337414,pide inanılmaz kötüydü hem soğuk hem içinden sert bişey çıktı kemikti heralde bidaha söylemem
abi kardeş pide lahmacun (mecidiyeköy),https://tgoyemek.com/restoranlar/337414,"hiç lezzet alamadım, kavurmada yok gibi bişeydi"
abi kardeş pide lahmacun (mecidiyeköy),https://tgoyemek.com/restoranlar/337414,"6 lahmacun sipariş verdim, 1 lahmacuna yetecek kadar salatayla teslim edildi. lahmacun su gibiydi. kartonda bile dağılıyordu."
abi kardeş pide lahmacun (mecidiyeköy),https://tgoyemek.com/restoranlar/337414,teslim edildi isaretlenip teslim edilmedi
abi kardeş pide lahmacun (mecidiyeköy),https://tgoyemek.com/restoranlar/337414,ellerine sağlık süper olmuş usta
abi kardeş pide lahmacun (mecidiyeköy),https://tgoyemek.com/restoranlar/337414,umarım böyle siparişleri 30 dk gösterip 1 saat 30 dk da göndermeye devam edersiniz teşekkürler
abi kardeş pide lahmacun (mecidiyeköy),https://tgoyemek.com/restoranlar/337414,"siparişim teslim edildi yazıyor ama gelmedi, neredeyse 1,5 saat oldu !!! bir çok kişi aynı yorumu yazmış zaten … gelen şey tam olarak buz gibi paçavra olan bir şey yazık ya"
abi kardeş pide lahmacun (mecidiyeköy),https://tgoyemek.com/restoranlar/337414,teslimatta sıkıntı yoktu ama pideyi yiyemedim bile çok fazla tuzluydu ama sıcaktı
şah antep kebap dürüm izgara (sultan selim),https://tgoyemek.com/restoranlar/362072,arkadaşlar hayatımda en yavaş gelen sipariş diyebilirim lezzet yok soğuk buz gibi 3 saat e teslim ha geldi ha gelicek diye diye geciktirdiler sipariş eden pişman olur
şah antep kebap dürüm izgara (sultan selim),https://tgoyemek.com/restoranlar/362072,hayatımda yediğim en kötü lahmacun
şah antep kebap dürüm izgara (sultan selim),https://tgoyemek.com/restoranlar/362072,bin pişman olduğum bi sipariş oldu saatlerce kitlendiniz ve asla doğru bilgi vermediniz ne lezzeti vardı ne kalitesi ve saatlerimi yediniz!
şah antep kebap dürüm izgara (sultan selim),https://tgoyemek.com/restoranlar/362072,"sipariş verdikten sonra 2 saat ürünün gelmesini bekledim, restoranı arıyorum cevapta vermiyor, yoğunluk olabilir bunu anlarım da telefonu açmamak nedir?"
şah antep kebap dürüm izgara (sultan selim),https://tgoyemek.com/restoranlar/362072,pide ve lahmacunun iç malzemesi az koymuşlar ayrıca pidenin hamuru çok kalındı
şah antep kebap dürüm izgara (sultan selim),https://tgoyemek.com/restoranlar/362072,ürün içeriği zayıftı ekmek yedik gibi oldu. pide hamuru çok kalındı
şah antep kebap dürüm izgara (sultan selim),https://tgoyemek.com/restoranlar/362072,"hayatımda bu kadar kötü lahmacun ve teslimat görmedim. lezzet kötü, hız kötü. artık geleceğinden bile umudum kesilmişti. teslim edildi gösterip dakikalarca bekledim daha"
şah antep kebap dürüm izgara (sultan selim),https://tgoyemek.com/restoranlar/362072,ürünler çok sğuktu. asla burdan yemek aöylenmez. i̇lgisiz restorant
şah antep kebap dürüm izgara (sultan selim),https://tgoyemek.com/restoranlar/362072,30-40 dk olan siparişim 1.30 saatte geldi. soğumuştu. teslim edilmeden teslim edildi olarak işaretlendi. servis de yetersiz peçete bile yok.
şah antep kebap dürüm izgara (sultan selim),https://tgoyemek.com/restoranlar/362072,sipariş o kadar hızlıydı ki lahmacunlar sıcacık geldi teşekkür ederim
şah antep kebap dürüm izgara (sultan selim),https://tgoyemek.com/restoranlar/362072,çiğ köfte siparişimin arasında gelmedi ödenmesi alındığı halde
şah antep kebap dürüm izgara (sultan selim),https://tgoyemek.com/restoranlar/362072,vermiş olduğum sipariş elime ulaşmadı ama teslim edildi yazıyor anliyamadım siparişimi başka bir yeremi verildi
şah antep kebap dürüm izgara (sultan selim),https://tgoyemek.com/restoranlar/362072,"lezzeti harikaydı, tek bir lokmasını bile boşa harcamadım. her şey tam istediğim gibiydi. "
şah antep kebap dürüm izgara (sultan selim),https://tgoyemek.com/restoranlar/362072,bir siparişte hem bu kadar hızlı teslimat hem de bu kadar kaliteli tat bulmak zor. gerçekten memnun kaldım.
şah antep kebap dürüm izgara (sultan selim),https://tgoyemek.com/restoranlar/362072,"sıcacık geldi, çok güzel paketlenmişti. lezzeti de harikaydı, ellerinize sağlık."
şah antep kebap dürüm izgara (sultan selim),https://tgoyemek.com/restoranlar/362072,sunumdan sıcaklığa kadar her şey düşünülmüş. bu hizmeti aldığım için çok mutluyum. 
şah antep kebap dürüm izgara (sultan selim),https://tgoyemek.com/restoranlar/362072,"et kalitesi, pişirme süresi ve kullanılan malzemeler gerçekten çok iyiydi. her şey özenli hazırlanmıştı."
şah antep kebap dürüm izgara (sultan selim),https://tgoyemek.com/restoranlar/362072,lezzeti damağımda kaldı. uzun zamandır bu kadar başarılı bir sipariş deneyimi yaşamamıştım.
şah antep kebap dürüm izgara (sultan selim),https://tgoyemek.com/restoranlar/362072,servis şekli oldukça şıktı. yemeği açtığımda kokusu bile yeterliydi. gerçekten çok başarılı bir iş çıkarmışsınız.
şah antep kebap dürüm izgara (sultan selim),https://tgoyemek.com/restoranlar/362072,"ne eksik ne fazla, tam kararında hazırlanmıştı. baharatlar çok güzel harmanlanmıştı."
saray muhallebicisi 1935,https://tgoyemek.com/restoranlar/2434,daha önceki siparislerime nazaran daha çok kremalı frambuazlı olmasına rağmen tatsız bir pasta geldi beklentimi hiç karşılamadı.
saray muhallebicisi 1936,https://tgoyemek.com/restoranlar/2434,"pasta komple dağılmış geldi, süpriz yapmak için almıştım. paketi açmamla benimde dağılmam bir oldu. böyle olmamalıydı, gerçekten çok üzüldüm."
saray muhallebicisi 1937,https://tgoyemek.com/restoranlar/2434,"vanilya/çilekli pasta siparişi vermeme rağmen, çikolatalı bambaşka bir pasta gitmiş kızıma. doğum günü pastasıydı.."
saray muhallebicisi 1938,https://tgoyemek.com/restoranlar/2434,pasta çok tazeydi. çok beğendik
saray muhallebicisi 1939,https://tgoyemek.com/restoranlar/2434,bu çikolatalı pasta degil. çikolata kaplı pasta
saray muhallebicisi 1940,https://tgoyemek.com/restoranlar/2434,pasta özenli bir şekilde teslim edildi. not çok güzel yazılmıştı üstüne. lezzetliydi. biraz boyutu küçüktü sadece. teşekkürler.
saray muhallebicisi 1941,https://tgoyemek.com/restoranlar/2434,gelmesinin 2 saat sürmesi haricinde herşey güzel
saray muhallebicisi 1942,https://tgoyemek.com/restoranlar/2434,tadı güzeldi de sadece benim bildiğim dört kişilik pasta biraz daha boyut olarak farklı oluyor gelince bir şaşkınlığa uğradım yalan yok
saray muhallebicisi 1943,https://tgoyemek.com/restoranlar/2434,"iş yerinde arkadaşların verdiği siparişi görüp, sipariş veriyorum ve not olarak talep ettiğim ürünü yazıyorum. nezaketen bir tane gonderilmez mi? hiç hoş değil"
saray muhallebicisi 1944,https://tgoyemek.com/restoranlar/2434,ürün görseldekiyle bir değildi 3-4 kişilik pastaları çok küçüktü ayrıca bunun için aradığımda iletişimlerinide yanlış buldum.
saray muhallebicisi 1945,https://tgoyemek.com/restoranlar/2434,"kazandibi iyiydi, hediyesi için de teşekkür ederim"
saray muhallebicisi 1946,https://tgoyemek.com/restoranlar/2434,bu kadar bayat pastayı nasıl gönderebıldınız aklım almıyor
saray muhallebicisi 1947,https://tgoyemek.com/restoranlar/2434,"doğum günü kişisinin ismi uygar, yazılan uğur. :) önemsiz bir detay belki ama vurgulanan tek yer isimken hoş olmadı. biraz daha dikkat. pasta güzeldi."
saray muhallebicisi 1948,https://tgoyemek.com/restoranlar/2434,çok beğendim. notumu dikkate aldığınız için teşekkür ederim.
saray muhallebicisi 1949,https://tgoyemek.com/restoranlar/2434,"15 tane mini pizza geldi, harikaydı yumuşacık ve taptazeydi ofiste 2 sabah kalhvaltıda yedik herkes çok beğendi çevre pastanesinden tatlılar ve mini pizzalar açısından son derece memnunuz"
saray muhallebicisi 1950,https://tgoyemek.com/restoranlar/2434,dondurma ve marki söylemiştim markiler o kadar bayatlamış ki yiyemedim çöpe attım dondurma güzeldi ama bidaha burdan alışveriş yapmıycam
saray muhallebicisi 1951,https://tgoyemek.com/restoranlar/2434,"hayatımda yediğim en kötü pasta olabilir, harcadığım paraya o kadar üzüldüm ki"
saray muhallebicisi 1952,https://tgoyemek.com/restoranlar/2434,i̇çerisinde sadece pastacı kreması var şaka gibi
saray muhallebicisi 1953,https://tgoyemek.com/restoranlar/2434,"tatlı harikaydı malzemeleri aşırı tazeydi bayılarak yedik çok memnun kaldım artık tatlı siparişlerimi hep buradan yapacağım, paketleme de güzeldi teslimat beklediğimden çok daha hızlı geldi"
saray muhallebicisi 1954,https://tgoyemek.com/restoranlar/2434,fıstıklı çikolatalı pasta çok güzeldi ellerinize sağlık minicik pastaya 800 lira ödüyoruz her güzel şeyin bedeli var çikolatası içi güzeldi
mado (maslak),https://tgoyemek.com/restoranlar/313667,frambuazlı görseldeki pastanın aynısı gelmedi misafirimi küçük bir sürpriz yapmak istediğim için resim çekip yanlış olduğunu size kanıtlayamıyorum ben birazcık tadına baktığımda taze de değildi görüntü olarak da alakası yoktu
mado (maslak),https://tgoyemek.com/restoranlar/313667,"siparişteki dondurmalar yanlış gönderildi, destek birimi dondurma yanlış gönderildiği için ücretini iade edeceğini belirtti ancak yan ürün olarak aldığım külahlar da yanlışlık olmadığı iadesini yapamıyorlarmış. ayrıca dondurmalar buz desteği olmadan gönderilmiştir."
mado (maslak),https://tgoyemek.com/restoranlar/313667,cok naziksiniz tesekkur ederim
mado (maslak),https://tgoyemek.com/restoranlar/313667,güvenliğe bıraktı gidip kendimiz aldik
mado (maslak),https://tgoyemek.com/restoranlar/313667,"hayal kırıklığı yaşadım. böreği arefe günü aldım, bayramda yenmesi için. ertesi gün ekşimişti."
mado (maslak),https://tgoyemek.com/restoranlar/313667,kuru baklava bayat çok kötü ..
mado (maslak),https://tgoyemek.com/restoranlar/313667,hamur katları biraz kalındı ama lezzetsiz değildi
mado (maslak),https://tgoyemek.com/restoranlar/313667,hepsi çok lezzetli
mado (maslak),https://tgoyemek.com/restoranlar/313667,"çikolatalı frambuazlı pasta söyledim, öncelikle ürün yanlış geldi. salt frambuazlı bir pasta geldi, ben de yemeden anlamadığım için iade edemedim tabii ki. ve tadı da çok kötüydü. ilk defa yorum yazıyorum bir siparişime, mado’dan da son olur."
mado (maslak),https://tgoyemek.com/restoranlar/313667,yanlış ürün gönderildi.
mado (maslak),https://tgoyemek.com/restoranlar/313667,"kurye abiye teşekkür ederim ama pizza yanmıştı, diğer etli kaşarlı köy pidesi de sertti. maalesef güzel değildi."
mado (maslak),https://tgoyemek.com/restoranlar/313667,cok tatlilar bizi sinava bomba gibi hazirladilar. kahvalti da cok lezzetliydi ikramlari da. mado kalitesi degismiyor 
mado (maslak),https://tgoyemek.com/restoranlar/313667,tadi guzeldi ama ustunde olmasi gereken citir patates yoktu. zaten onun icin burdan soylemistim yoksa pizza her yerde var..
mado (maslak),https://tgoyemek.com/restoranlar/313667,çok lezzetli hepsi
etiler marmaris (ayazağa),https://tgoyemek.com/restoranlar/103214,çok hızlı lezzetli ve sıcacık geldi teşekkür ederim bumm pide 
etiler marmaris (ayazağa),https://tgoyemek.com/restoranlar/103214,lahmacun lar yanık geldi kenarları yanık kutu yu açar açmaz yanık kokusu geldi
etiler marmaris (ayazağa),https://tgoyemek.com/restoranlar/103214,lahmacun tuzsuzdu ve et yoktu. maydanoz sapı ve domates kabuğu yoğunluklu bir ekmek yedim.
etiler marmaris (ayazağa),https://tgoyemek.com/restoranlar/103214,"lezzeti çok güzeldi, gevrek ve sıcak geldi, doyurucu bir boyuta sahip. hızlı geldi. fiyat performans. tekrar sipariş edeceğiz."
etiler marmaris (ayazağa),https://tgoyemek.com/restoranlar/103214,i̇lginiz alakanız için teşekkür ederiz. ürünler çok lezzetliydi zamanında teslim edildi
etiler marmaris (ayazağa),https://tgoyemek.com/restoranlar/103214,"i̇lk siparişimizdi,risk aldık ama pişman etmedi. sattığınız ürünün porsiyonuyla,lezzetiyle hakkını verdiğiniz için teşekkür ederiz."
etiler marmaris (ayazağa),https://tgoyemek.com/restoranlar/103214,pidenin yağı yumurtası hep paketten dışarı akmışdı malesef poşet yağ içindeydi
etiler marmaris (ayazağa),https://tgoyemek.com/restoranlar/103214,sucuksever pizzada çok fazla domates koymuşsunuz. domatesli pizza yer gibiydim bildiğin menemene dönmüş. onun dışında ürün kalitesi iyi servis ve teslimat iyi ve sıcak geldi.
etiler marmaris (ayazağa),https://tgoyemek.com/restoranlar/103214,notumda mısır koymayın demiştim fakat koymuşsunuz
etiler marmaris (ayazağa),https://tgoyemek.com/restoranlar/103214,gayet güzeldi çok beğendim herşeyiyle
etiler marmaris (ayazağa),https://tgoyemek.com/restoranlar/103214,ustam ellerine sağlık mükemmeldi 
etiler marmaris (ayazağa),https://tgoyemek.com/restoranlar/103214,pidelerin içerikleri daha açıklayıcı olsa süper olur.. tavuklu sebzeli pide mesela içinde mantar olabiliceğini tahmin edemediğimiz için tek tek ayıklamak durumunda kaldık
etiler marmaris (ayazağa),https://tgoyemek.com/restoranlar/103214,bir defa daha pizza söylemiştim o gayet iyiydi fakat bu sefer gelen berbattı. garip bir şekli vardı ve kenarı baya bir yanmıştı. sevdiğim bir yer umarim tekarlanmaz.
etiler marmaris (ayazağa),https://tgoyemek.com/restoranlar/103214,"kır pidesi gibi hamuru baya pofuduk, ben daha ince hamur seviyorum ama iç lezzeti güzel. sevenine kalın pide"
etiler marmaris (ayazağa),https://tgoyemek.com/restoranlar/103214,hızlı geliyor teşekkürler
etiler marmaris (ayazağa),https://tgoyemek.com/restoranlar/103214,"size hızlarını anlatamam, sanki ne sipariş vereceğimi önceden biliyorlar ve kapımın önünde onunla bekliyorlar gibi. ürün kaliteleri güzel kullandıkları kaşar inanılmaz kaliteli ve lezzetli, tavuk miktarı biraz daha fazla olabilir ama problem değil, eşim lahmacunlarına bayılıyor, pizzaları da çok iyi, şimdiye kadar bi sütlaç üzdü o da problem değil"
etiler marmaris (ayazağa),https://tgoyemek.com/restoranlar/103214,pidesi lahmacunu gibi gayet guzel. sıcak servis yapildi. lezzetide guzel. kiymasida gayet yerinde idi
etiler marmaris (ayazağa),https://tgoyemek.com/restoranlar/103214,lahmacun lezzetli ama biraz gevrek olmasını rica ediyorum
cızbız sucuk & köfte (ayazağa),https://tgoyemek.com/restoranlar/329083,hayatımda yediğim en kötü yemek 4 lahmacun istedim 1 tanesini yedim 3 tanesi çöpe gitti
cızbız sucuk & köfte (ayazağa),https://tgoyemek.com/restoranlar/329083,soğuk ve nota dikkat edilmeden getirilmişti. soğan istedik yanına koymamışlar.
cızbız sucuk & köfte (ayazağa),https://tgoyemek.com/restoranlar/329083,kıymasının tadı gerçekten yenmicek derecede kötüydü erken saatte sipariş verdim belki geceden kalmaydı bilmiyorum ama çok kötüydü
cızbız sucuk & köfte (ayazağa),https://tgoyemek.com/restoranlar/329083,"paketin altında yemeğin değdiği yere birileri tükenmez kalemle yazı yazmış pınar falan diyor steril durmadı hiç, lahmacun çok yağlı ve lezzetsizdi, 1 saattede anca geldi"
cızbız sucuk & köfte (ayazağa),https://tgoyemek.com/restoranlar/329083,. kavurmali kasarli pide’de ne kavurma vardi ne de kasar. cok kotuydu. lahmacun fena degil.
cızbız sucuk & köfte (ayazağa),https://tgoyemek.com/restoranlar/329083,sütlaç porsiyonu aşırı küçük. 2-3 kaşıkla bitiyor. lahmacunun yanına bir de garnitürle beraber domates koyulsa çok iyi olur.
cızbız sucuk & köfte (ayazağa),https://tgoyemek.com/restoranlar/329083,7 adet lahmacun sipariş verdik soğuk lezzetsiz yanına garnitür olarak sadece yeşillik oda küçük bir paket kesinlikle rezalet bir daha asla sipariş vermem
cızbız sucuk & köfte (ayazağa),https://tgoyemek.com/restoranlar/329083,yeşilliği fazla istedim ama notlarw dikkat edilmiyor sanırım
cızbız sucuk & köfte (ayazağa),https://tgoyemek.com/restoranlar/329083,siparş teslim edilmemesine rağmen teslim edildi olarak gozukuyor.
cızbız sucuk & köfte (ayazağa),https://tgoyemek.com/restoranlar/329083,kötü bir deneyimdi. galiba mikrodalga fırında ısıtılmış ürün geldi. tam olarak 1 saatte geldi. yeşillik geçmişti artık özensiz bir hizmet
cızbız sucuk & köfte (ayazağa),https://tgoyemek.com/restoranlar/329083,"04.20’se sipariş verdim elime 06.00 da geldi, dünyanın en yavaş siparişiydi"
cızbız sucuk & köfte (ayazağa),https://tgoyemek.com/restoranlar/329083,garnitürü 4 tane lahmacun için az
cızbız sucuk & köfte (ayazağa),https://tgoyemek.com/restoranlar/329083,pişmemiş yeşillik yoktu
